2018-04-13 08:14:22,,61,367,This is Paul Ryan. Exactly. 100%. Fuck Paul Ryan. https://t.co/MYxN9jOas8,"[[[-74.988897, 39.810025], [-74.908642, 39.810025], [-74.908642, 39.87514], [-74.988897, 39.87514]]]","Voorhees, NJ",United States,US,city 
2018-04-12 00:54:49,"5,280",565,1961,Paul Ryan Broke My Heart | Crooked Media https://t.co/icc5CAvxUx,"[[[-105.109815, 39.614151], [-104.734372, 39.614151], [-104.734372, 39.812975], [-105.109815, 39.812975]]]","Denver, CO",United States,US,city
2018-04-12 00:54:06,United States,69,236,"@charlieddawg @TheAtlantic @BoycottUtah @DKThomp @SpeakerRyan And who thought Paul ""Moe"" Ryan gave a d*mn? https://t.co/20uZpeBOLh","[[[-83.441942, 42.52605], [-83.32039, 42.52605], [-83.32039, 42.617858], [-83.441942, 42.617858]]]","West Bloomfield Township, MI",United States,US,city
2018-04-12 00:52:59,"Hamilton, OH",42784,38274,"So Speaker Of The House Paul Ryan is leaving, ain't no body wanna work under the Trump Regime, dropping like flies","[[[-84.64717, 39.3501346], [-84.4746381, 39.3501346], [-84.4746381, 39.457988], [-84.64717, 39.457988]]]","Hamilton, OH",United States,US,city
2018-04-12 00:52:55,"Harrisburg, Pa",13,29,@allinwithchris Paul Ryan has no decent values and swings whichever way works for him.  He doesn’t represent Americ… https://t.co/Ew3jRzPoSy,"[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]","Pennsylvania, USA",United States,US,admin
2018-04-12 00:52:53,,49,1020,@TrisResists @EffieResists @Rey_Sistance @ChocoHarveyMilk @LunaLuvgood2017 @DonnaNoble10th @TrinityResists… https://t.co/3PwK0IxcUR,"[[[-76.58223, 39.3715664], [-76.5200946, 39.3715664], [-76.5200946, 39.402079], [-76.58223, 39.402079]]]","Parkville, MD",United States,US,city
2018-04-12 00:52:44,"Napa, CA, NYC",1669,925,@cs5140 @tld5318 @DHoggNarcissist @ravena68 @zigzagman22 @USAF77David @JdcrepairJack @JulieAnkorgirl @zippyxavier@j… https://t.co/N9eQu1NXc7,"[[[-124.482003, 32.528832], [-114.131212, 32.528832], [-114.131212, 42.009519], [-124.482003, 42.009519]]]","California, USA",United States,US,admin
2018-04-12 00:52:14,Las Vegas resident,18,102,@MSNBC Republican Speaker of the House Paul Ryan RESIGNS.😜But who is Happier?: the Democrats or Paul Ryan? Ryan wil… https://t.co/dWQtWoLa4e,"[[[-115.116116, 36.1075816], [-115.006139, 36.1075816], [-115.006139, 36.2619262], [-115.116116, 36.2619262]]]","Sunrise Manor, NV",United States,US,city
2018-04-12 00:50:19,Harrison Arkansas,389,458,"Yes, @PaulRyan has caused huge pain 2 the poor &amp; sick, &amp; intends 2 cause a whole lot more before Dec. 31, 2018!!  M… https://t.co/0nVJpAEG5v","[[[-94.61771, 33.004106], [-89.644838, 33.004106], [-89.644838, 36.499767], [-94.61771, 36.499767]]]","Arkansas, USA",United States,US,admin
2018-04-12 00:50:11,"Madison, WI",65,490,Paul Ryan possesses neither talent nor intellect. He should be remembered as the man whose most fulfilling life tri… https://t.co/3XAzIHNzvX,"[[[-89.600763, 43.081683], [-89.452015, 43.081683], [-89.452015, 43.133416], [-89.600763, 43.133416]]]","Middleton, WI",United States,US,city
2018-04-12 00:50:09,,154,751,"investigate Ryan etc before he leaves 

@spanky34739710
Eric Cantor, Paul Ryan &amp; Kevin McCarthy: Plot To Sabotage U… https://t.co/2P0nSWIQPf","[[[-72.557247, 42.6969837], [-70.575095, 42.6969837], [-70.575095, 45.305476], [-72.557247, 45.305476]]]","New Hampshire, USA",United States,US,admin
2018-04-12 00:49:22,the durty,1633,2780,We should also consider that russia hacked the GOP servers and perhaps Paul Ryan was castrated via blackmail. #inners #msnbc,"[[[-78.818343, 35.7158045], [-78.497331, 35.7158045], [-78.497331, 35.9721579], [-78.818343, 35.9721579]]]","Raleigh, NC",United States,US,city
2018-04-12 00:48:46,"Clair Mel City, Florida",4822,5278,"#inners According to Paul Ryan he took the job to do what ""he"" wanted to do- That is the Problem w/Govt they're sup… https://t.co/4wnC2BiEYY","[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]","Florida, USA",United States,US,admin
2018-04-12 00:48:39,"Westport,CT",40,224,@chrislhayes Charlie Sykes saying poor Paul Ryan makes me sick. Tax cuts fir the 1%.  Trying to end social services to the most needy. 👎Ryan,"[[[-73.502636, 41.055206], [-73.379243, 41.055206], [-73.379243, 41.257357], [-73.502636, 41.257357]]]","Norwalk, CT",United States,US,city
2018-04-12 00:46:29,"Washington, DC",251,484,".. because Paul Ryan was only saying what he thought he had to say at the time. Principles, none at all!!! #MSNBC @SpeakerRyan","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]","Washington, DC",United States,US,city
2018-04-12 00:45:52,"Upland, CA",81,205,I don’t even need to tweet any more as long as Steve keeps tweeting. This one is dead on point!  Paul Ryan had a re… https://t.co/IX0wnKzeAh,"[[[-117.704483, 34.086988], [-117.619223, 34.086988], [-117.619223, 34.152304], [-117.704483, 34.152304]]]","Upland, CA",United States,US,city
2018-04-12 00:45:33,"Indio, CA",40,120,"What a legacy!  Like a vile villian from a Dickens' novel!
https://t.co/IOBfPj1DNw","[[[-116.301227, 33.685344], [-116.174587, 33.685344], [-116.174587, 33.803921], [-116.301227, 33.803921]]]","Indio, CA",United States,US,city
2018-04-12 00:45:26,East Texas,1641,2196,"From the @washingtonpost: ""Ryan was facing his most difficult reelection ever against an ironworker who has raised… https://t.co/NqC692CJ5g","[[[-95.414773, 32.221406], [-95.219307, 32.221406], [-95.219307, 32.409917], [-95.414773, 32.409917]]]","Tyler, TX",United States,US,city
2018-04-12 00:45:24,"Minneapolis, MN",4098,1550,"Go team Paul Ryan Accepts Plan B, For Once. (@ Tin Whiskers Brewing Co. - @tinwhiskersbrew in Saint Paul, MN) https://t.co/qRNw8zXJAD","[[[-93.207783, 44.8907521], [-93.003514, 44.8907521], [-93.003514, 44.992279], [-93.207783, 44.992279]]]","St Paul, MN",United States,US,city
2018-04-12 00:45:14,Urbana,599,460,I’m not into Politics but I seem like Paul Ryan just tore his acl lol,"[[[-88.333161, 40.054674], [-88.225277, 40.054674], [-88.225277, 40.160295], [-88.333161, 40.160295]]]","Champaign, IL",United States,US,city
2018-04-12 00:44:54,L.A. through the Dirty Jerz,312,177,"Frasier listens to a remastered version of  the Les Mis soundtrack with his new Beats, when he’s interrupted by Wis… https://t.co/tzh5hTVOhX","[[[-118.37032, 34.1426298], [-118.2799703, 34.1426298], [-118.2799703, 34.2216898], [-118.37032, 34.2216898]]]","Burbank, CA",United States,US,city
2018-04-12 00:44:53,,154,751,"Well Ryan be Tried before he leaves ;Eric Cantor, Paul Ryan &amp; Kevin McCarthy: Plot To Sabotage US Economy with Fran… https://t.co/K1wOKWF2mY","[[[-72.557247, 42.6969837], [-70.575095, 42.6969837], [-70.575095, 45.305476], [-72.557247, 45.305476]]]","New Hampshire, USA",United States,US,admin
2018-04-12 00:44:52,,302,109,"There is not a clear consensus yet, but I just want to reassure everyone that I will actually be throwing a retirem… https://t.co/HGjFVKOVem","[[[-80.095586, 40.3615796], [-79.8657933, 40.3615796], [-79.8657933, 40.501198], [-80.095586, 40.501198]]]","Pittsburgh, PA",United States,US,city
2018-04-12 00:44:48,New York City,5165,3824,@owillis I propose there needs to be something like an SAT test to get into Congress. At least Paul Ryan could pass that.,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-12 00:44:03,"Orland Park, IL. 60462",918,558,@ananavarro I blew it up to check Paul Ryan’s thumb.  We’re good👍🏼👍🏼,"[[[-87.911936, 41.552464], [-87.790471, 41.552464], [-87.790471, 41.65669], [-87.911936, 41.65669]]]","Orland Park, IL",United States,US,city
2018-04-12 00:42:56,Chicago,596,625,"This price from @jonlovett perfectly captures why I am deeply disappointed in @PRyan.

I didn’t agree with Paul Rya… https://t.co/Q7UEem9uSw","[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-12 00:42:37,,453,598,@EzraBridger2018 @NatCookResists @SpeakerRyan @TrinityResists @SabineResists @MaraJade_2017 @IronStache… https://t.co/2t7MJXU54T,"[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]","Philadelphia, PA",United States,US,city
2018-04-12 00:40:51,out there,176,421,Paul Ryan is a big vagina he ain't quitting he's going to run for president,"[[[-82.620093, 27.821353], [-82.2652945, 27.821353], [-82.2652945, 28.171836], [-82.620093, 28.171836]]]","Tampa, FL",United States,US,city
2018-04-12 00:40:34,United States,1463,1933,Meghan McCain Erupts After Audience Cheers Paul Ryan Retirement: ‘You Deserve Trump’ | Breitbart https://t.co/mf5M3vyd91 via @BreitbartNews,"[[[-73.893186, 42.567706], [-73.765684, 42.567706], [-73.765684, 42.648649], [-73.893186, 42.648649]]]","Delmar, NY",United States,US,city
2018-04-12 00:40:12,Australia,1878,42,"⒈ #TTPlay
⒉ #nomoreharm
⒊ #mumbrellatravel
⒋ #design18
⒌ #PESA2018
⒍ Parkside
⒎ World War III
⒏ Paul Ryan
⒐ Melbour… https://t.co/fpYoRDUBq0","[[[131.98621212, -25.99909803], [135.90442404, -25.99909803], [135.90442404, -24.135165], [131.98621212, -24.135165]]]","Ghan, Northern Territory",Australia,AU,neighborhood
2018-04-12 00:40:05,New York,83,1624,https://t.co/CAs2HzqTIK. His party fell for the oky dok. @amjoyshow @TomPerez @MadisonSiriusXM,"[[[-73.724998, 42.660879], [-73.649201, 42.660879], [-73.649201, 42.795001], [-73.724998, 42.795001]]]","Troy, NY",United States,US,city
2018-04-12 00:39:18,"East Lansing, MI",87,262,I’ve never seen Paul Ryan look so happy https://t.co/JaBJv6dm7B,"[[[-84.515906, 42.704505], [-84.447347, 42.704505], [-84.447347, 42.788935], [-84.515906, 42.788935]]]","East Lansing, MI",United States,US,city
2018-04-12 00:38:13,NYC,154,793,I have very sensitive ears and Paul Ryan’s cadences do not sound like an honest man speaking candidly. https://t.co/NqgOgpZpjW,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-12 00:37:58,"Seattle, WA",1330,2567,"@washingtonpost #RemoveNunes He's a #Traitor He's also a useless, spineless POS who's been allowed to run a mock, d… https://t.co/OGIAtwbxtN","[[[-122.3377166, 47.802196], [-122.262542, 47.802196], [-122.262542, 47.8537715], [-122.3377166, 47.8537715]]]","Lynnwood, WA",United States,US,city
2018-04-12 00:37:54,"Phoenix, AZ",110,236,@ananavarro Yes!  Paul Ryan is a brunette!  Ha!  So diverse!,"[[[-112.3239143, 33.29026], [-111.9254391, 33.29026], [-111.9254391, 33.8154652], [-112.3239143, 33.8154652]]]","Phoenix, AZ",United States,US,city
2018-04-12 00:36:31,"Anchorage, Alaska, USA",545,2531,I like to imagine Paul Ryan as always wearing a tiny hat with a little propeller on top of it. Cheers me up.,"[[[-179.231086, 51.175093], [179.859685, 51.175093], [179.859685, 71.434357], [-179.231086, 71.434357]]]","Alaska, USA",United States,US,admin
2018-04-12 00:35:04,,135,270,Paul ryan is “retiring”. The gop is working on a plan to clone hitler to replace him!,"[[[-76.941575, 40.915808], [-76.855774, 40.915808], [-76.855774, 40.967213], [-76.941575, 40.967213]]]","Linntown, PA",United States,US,city
2018-04-12 00:34:36,,103,142,"@realDonaldTrump @WhiteHouse Zero diversity in gender, race or age (esp with Paul Ryan’s recent announcement) 🤔","[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-12 00:34:30,Los Angeles,537,638,I’ll always believe that Paul Ryan is a turd and a half. 💩 💩 💩  Let’s all hope this retirement isn’t a lie like eve… https://t.co/4W13LECgvh,"[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]","Los Angeles, CA",United States,US,city
2018-04-12 00:34:20,United States,13,67,@ananavarro Bye FELICIA.  So done and over Paul Ryan and the rest of the Washing elite😎#THE-ENABLERS...,"[[[-87.918968, 41.8332198], [-87.867031, 41.8332198], [-87.867031, 41.871262], [-87.918968, 41.871262]]]","Westchester, IL",United States,US,city
2018-04-12 00:34:03,USA,34,97,"@realDonaldTrump @WhiteHouse The rats are abandoning the ship, can’t wait for more GOP to follow Paul Ryan","[[[-105.180287, 39.889067], [-105.136695, 39.889067], [-105.136695, 39.963057], [-105.180287, 39.963057]]]","Superior, CO",United States,US,city
2018-04-12 00:33:00,"Marysville, WA",33,30,Devin Nunes destroyed the reputation of the house intel committee. Paul Ryan facilitated a tax bill for the rich an… https://t.co/hVuhSwnvMB,"[[[-122.220382, 48.0199614], [-122.108673, 48.0199614], [-122.108673, 48.157553], [-122.220382, 48.157553]]]","Marysville, WA",United States,US,city
2018-04-12 00:32:49,Northern California,554,654,"""#Trump Allies and House Republicans to Paul Ryan: Get Out Now"" https://t.co/20FHINGR6V","[[[-122.133029, 37.68433], [-122.0937131, 37.68433], [-122.0937131, 37.709794], [-122.133029, 37.709794]]]","Ashland, CA",United States,US,city
2018-04-12 00:31:49,"New York, NY",724,1195,@Tristanshouts Kasie is a Nazi. She fully believes the right wing spin on reality. Morning Joe too. Paul Ryan's heart?,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-12 00:31:42,"Shelton, WA",1834,836,"@goodoldcatchy Paul Ryan would never, ever get voted in particularly after always giving in to his buddy, DJT. He h… https://t.co/7CuR2zlIAT","[[[-124.848975, 45.543542], [-116.915989, 45.543542], [-116.915989, 49.0025023], [-124.848975, 49.0025023]]]","Washington, USA",United States,US,admin
2018-04-12 00:30:48,"St.Louis,Missouri",1274,1518,"@kasie @msnbc You stated that Paul Ryan wears his heart on his sleeve. Actually, he has NO heart! His horrible agen… https://t.co/EFFGcHnv1n","[[[-90.674747, 38.610603], [-90.48775, 38.610603], [-90.48775, 38.692771], [-90.674747, 38.692771]]]","Chesterfield, MO",United States,US,city
2018-04-12 00:30:41,"Pennsylvania, USA",421,762,@realDonaldTrump so Paul Ryan going to run for president  don't you see what's happening ?,"[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]","Pennsylvania, USA",United States,US,admin
2018-04-12 00:30:31,"San Francisco, CA",4213,4991,"What’d I tell ya?

https://t.co/abFn2l5eXt","[[[-122.202424, 37.667637], [-122.122164, 37.667637], [-122.122164, 37.74245], [-122.202424, 37.74245]]]","San Leandro, CA",United States,US,city
2018-04-12 00:30:09,Heaven,1813,1759,I wanted more Paul Ryan shade.  #inners,"[[[-83.353955, 32.04683], [-78.499301, 32.04683], [-78.499301, 35.215449], [-83.353955, 35.215449]]]","South Carolina, USA",United States,US,admin
2018-04-12 00:30:05,"Brooklyn, NY",2,18,@quiettouch69 PAUL RYAN AND DON THE CON WERENEVER GOOD FRIENDS NOR DID THEY LIKE EACH OTHER SO STOP THE LIES RYAN C… https://t.co/21Nn82FaVo,"[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-12 00:28:40,Milwaukee,219,536,"The Brewers won, Paul Ryan isn’t seeking re-election, and I got to define yuppies, blue collar, and white collar to… https://t.co/JWjIGlNedr","[[[-88.070827, 42.920822], [-87.863758, 42.920822], [-87.863758, 43.1926225], [-88.070827, 43.1926225]]]","Milwaukee, WI",United States,US,city
2018-04-12 00:27:50,Heaven,1813,1759,Let's remember there is no individual mandate because of Paul Ryan and his party.  No protections for dreamers and… https://t.co/sz8HX4iZmx,"[[[-80.809517, 32.441983], [-80.752113, 32.441983], [-80.752113, 32.482502], [-80.809517, 32.482502]]]","Laurel Bay, SC",United States,US,city
2018-04-12 00:27:21,"Grove City, PA",238,162,"As Paul Ryan announces his resignation, can we please all remember this completely real photoshoot featured in TIME… https://t.co/bsEumiT0gT","[[[-80.124139, 41.127877], [-80.050853, 41.127877], [-80.050853, 41.19212], [-80.124139, 41.19212]]]","Grove City, PA",United States,US,city
2018-04-12 00:27:01,,31,68,"@andywaters Yo, also, Paul Ryan about to blow up anyone in a thumb war","[[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]","San Francisco, CA",United States,US,city
2018-04-12 00:25:57,"Santa Clarita, CA",1117,747,Outgoing House @SpeakerRyan says he doesn't see himself ever running again | #SmallFavors  https://t.co/5yRDzxYoTH https://t.co/E9l8Hh0aOC,"[[[-118.6278742, 34.3474831], [-118.3786434, 34.3474831], [-118.3786434, 34.483779], [-118.6278742, 34.483779]]]","Santa Clarita, CA",United States,US,city
2018-04-12 00:25:50,ATL - ATH - DC,535,480,"Me on Paul Ryan, groggily and through waves of pain and pain meds: “called it”","[[[-83.5218655, 33.877554], [-83.277693, 33.877554], [-83.277693, 34.035213], [-83.5218655, 34.035213]]]","Athens, GA",United States,US,city
2018-04-12 00:25:48,Heaven,1813,1759,"Do you know how long we've suffered, how long we've waited for Paul Ryan's karma to come through? We deserve a night of celebration.","[[[-83.353955, 32.04683], [-78.499301, 32.04683], [-78.499301, 35.215449], [-83.353955, 35.215449]]]","South Carolina, USA",United States,US,admin
